lat,lng,"region(province,country)"
47.18035,16.4251,"Eisenberg,Austria"
-34.9984205,-71.3445822,"Sagrada Familia,Chile"
47.516231,14.550072,"Austria,Austria"
43.3437748,17.8077578,"Mostar,Bosnia and Herzegovina"
41.8780025,-93.097702,"Iowa,US"
-33.2872221,19.1434108,"Tulbagh,South Africa"
-32.5891202,19.0118251,"Cederberg,South Africa"
-34.4116592,19.2065868,"Hemel en Aarde,South Africa"
-33.4006883,19.295048,"Ceres Plateau,South Africa"
-34.2254252,19.1969241,"Bot River,South Africa"
38.2466395,21.734574,"Patras,Greece"
38.0022977,22.5245093,"Korinthia,Greece"
39.074208,21.824312,"Greece,Greece"
-35.5364676,-71.4893705,"San Clemente,Chile"
45.630613,18.8133484,"Podunavlje,Croatia"
40.7845262,21.4131222,"Florina,Greece"
-33.7309374,-70.7423218,"Buin,Chile"
31.046051,34.851612,"Haut-Judeé,Israel"
48.379433,31.1655799,"Ukraine,Ukraine"
38.0157036,-8.3747296,"Terras do Sado,Portugal"
-33.8088442,-70.7644236,"Maipo Valley-Colchagua Valley,Chile"
39.109842,-94.58227,"Brazil,Brazil"
-33.6929187,19.3210622,"Breedekloof,South Africa"
-33.6131574,-71.4501843,"Leyda Valley-Maipo Valley,Chile"
44.5588028,-72.5778415,"Vermont,US"
46.818188,8.227512,"Switzerland,Switzerland"
-44.9873854,170.6015009,"Waitaki Valley,New Zealand"
47.9025348,20.3772284,"Eger,Hungary"
33.0155854,35.784354,"Golan Heights,Israel"
45.1570803,19.7093272,"Fruška Gora,Serbia"
-33.6666209,18.5811957,"Philadelphia,South Africa"
47.7922734,18.5974801,"Muzla,Slovakia"
47.8833333,19.95,"Mátra,Hungary"
-33.6793441,-70.5831069,"Pirque,Chile"
30.7140861,34.8757476,"Negev,Israel"
34.8845822,32.9449886,"Pitsilia Mountains,Cyprus"
-36.9844801,174.7809323,"East Coast,New Zealand"
38.2466395,21.734574,"Mavrodaphne of Patras,Greece"
38.0457568,23.8584737,"Attica,Greece"
-34.6636109,-56.2230875,"Progreso,Uruguay"
37.9489242,40.1954983,"Elazığ-Diyarbakir,Turkey"
-33.9510755,18.9050519,"Jonkershoek Valley,South Africa"
41.4351304,22.0028083,"Tikves,Macedonia"
46.0512004,11.1175392,"Vale Trentino,Brazil"
38.963745,35.243322,"Turkey,Turkey"
-36.8019237,175.1080146,"Waiheke Island,New Zealand"
-35.1164987,-71.2829759,"Molina,Chile"
-20.1228954,-40.3054099,"Serra do Sudeste,Brazil"
43.509683,16.435503,"Dalmatian Coast,Croatia"
-33.7725,19.67317,"Eilandia,South Africa"
45.943161,24.96676,"Dealurile Munteniei,Romania"
41.1295126,24.8877191,"Thraki,Greece"
-34.9859489,-71.2417746,"Curicó and Maipo Valleys,Chile"
46.151241,14.995463,"Štajerska,Slovenia"
45.1,15.2000001,"Middle and South Dalmatia,Croatia"
37.8393332,-84.2700179,"Kentucky,US"
42.9712396,20.3606701,"Župa,Serbia"
34.7720133,32.4297369,"Pafos,Cyprus"
36.6876016,23.056032,"Monemvasia,Greece"
46.3474326,18.7062293,"Szekszárd,Hungary"
38.674816,39.222515,"Elazığ,Turkey"
38.644378,34.833267,"Cappadocia,Turkey"
45.4258814,17.88337,"Kutjevo,Croatia"
39.074208,21.824312,"Ismarikos,Greece"
41.6032207,-73.087749,"Connecticut,US"
40.042709,23.9060624,"Sithonia,Greece"
-34.9779853,-71.2528803,"Curicó and Leyda Valleys,Chile"
39.074208,21.824312,"Agioritikos,Greece"
-33.3190376,-71.4076318,"Casablanca-Curicó Valley,Chile"
-32.6189447,18.9587118,"Piekenierskloof,South Africa"
-34.583333,19.75,"Elim,South Africa"
-34.3204182,20.5811363,"Malgas,South Africa"
38.3663664,23.0965064,"Beotia,Greece"
37.0179538,-7.930834,"Algarve,Portugal"
39.074208,21.824312,"Retsina,Greece"
40.6905178,21.6797432,"Amindeo,Greece"
-36.4983941,-72.7570024,"Coelemu,Chile"
-31.0855075,30.1871823,"Cape South Coast,South Africa"
47.6816619,16.5844795,"Sopron,Hungary"
42.733883,25.48583,"Bulgaria,Bulgaria"
45.1,15.2000001,"North Dalmatia,Croatia"
-29.0466808,21.8568586,"Northern Cape,South Africa"
38.8402416,-7.6289293,"Vinho da Mesa,Portugal"
43.1729478,16.4411136,"Hvar,Croatia"
38.1753675,20.5692179,"Cephalonia,Greece"
34.7071301,33.0226174,"Lemesos,Cyprus"
45.8939404,28.1890275,"Cahul,Moldova"
37.1548247,25.0687356,"Cyclades,Greece"
-33.7272263,19.4735066,"Breede River Valley,South Africa"
46.331734,8.8004529,"Ticino,Switzerland"
-33.9586148,18.7979659,"Vlootenburg,South Africa"
45.9975652,13.5270474,"Brda,Slovenia"
42.9241904,17.3445579,"Dingač,Croatia"
31.791702,-7.09262,"Morocco,Morocco"
38.1158729,21.9522491,"Achaia,Greece"
-33.9608446,18.800415,"Polkadraai Hills,South Africa"
41.5800945,-71.4774291,"Rhode Island,US"
40.6905178,21.6797432,"Amyndeon,Greece"
44.4257053,22.8680481,"Vânju Mare,Romania"
45.5322314,14.7041159,"Hrvatsko Primorje,Croatia"
38.6043928,22.7152125,"Central Greece,Greece"
45.8797991,15.528835,"Dolenjska,Slovenia"
48.1936512,16.3777416,"Österreichischer Perlwein,Austria"
-34.2883749,-70.815833,"Requinoa,Chile"
38.1753675,20.5692179,"Mavrodaphne de Cephalonie,Greece"
40.946869,22.4510542,"Goumenissa,Greece"
39.399872,-8.224454,"Portugal,Portugal"
37.1424653,21.9522491,"Messinia,Greece"
37.0299087,22.5245093,"Lakonia,Greece"
37.8833564,23.9333037,"Markopoulo,Greece"
39.399872,-8.224454,"Vinho Licoroso,Portugal"
-33.6011111,18.8125,"Paardeberg,South Africa"
32.0358922,-116.6029281,"San Antonio de las Minas Valley,Mexico"
40.0884128,22.3585552,"Krania Olympus,Greece"
38.0022977,22.5245093,"Corinthia,Greece"
45.2745018,13.8901858,"Slovenska Istra,Slovenia"
35.126413,33.429859,"Commandaria,Cyprus"
-41.0790031,175.6545577,"Gladstone,New Zealand"
31.8083099,35.1049759,"Jerusalem Hills,Israel"
40.2644928,24.2152731,"Mount Athos,Greece"
38.8066307,-9.4426867,"Colares,Portugal"
-34.0517493,18.9264524,"Helderberg,South Africa"
33.5731104,-7.5898434,"Casablanca & Leyda Valleys,Chile"
46.6758644,28.05899,"Dealurile Hușilor,Romania"
38.324972,26.76681,"Urla-Thrace,Turkey"
47.1537165,16.2688797,"Südburgenland,Austria"
-34.2500139,18.4157357,"Cape Peninsula,South Africa"
46.9787276,28.8156637,"Codru Region,Moldova"
38.6043928,22.7152125,"Sterea Ellada,Greece"
23.58589,58.4059227,"Muscat of Patras,Greece"
40.6060067,22.1430215,"Imathia,Greece"
40.3133521,-7.8007077,"Alenteo,Portugal"
56.130366,-106.346771,"Canada Other,Canada"
37.6721003,21.4379288,"Letrinon,Greece"
39.074208,21.824312,"Muscat of Kefallonian,Greece"
39.074208,21.824312,"Thessalikos,Greece"
19.8967662,-155.5827818,"Hawaii,US"
37.6814711,-95.4536984,"China,China"
39.9198413,25.141484,"Limnos,Greece"
39.0703387,-94.5710329,"Egypt,Egypt"
44.1611721,27.7560081,"Viile Timis,Romania"
-33.9224259,18.8188535,"Devon Valley,South Africa"
45.0809356,14.5925861,"Krk,Croatia"
37.5557825,22.3337769,"Arcadia,Greece"
-34.8311111,20.0130556,"Cape Agulhas,South Africa"
34.9137456,32.4184108,"Kathikas,Cyprus"
40.2545476,22.0742782,"Vin de Pays de Velvendo,Greece"
49.34645,7.9036831,"Landwein Rhein,Germany"
39.2645095,26.2777073,"Lesbos,Greece"
41.0999824,-7.5336771,"Távora-Varosa,Portugal"
46.9899874,6.9292732,"Neuchâtel,Switzerland"
